feature,sel_freq,mean_abs_coef,coef_at_Cstar,is_flag,cohens_d,t_p_fdr,mw_p_fdr,univariate_rank
S165,0.0,0.0,0.0,False,0.38489737639280047,0.2666201305019033,0.748996312234467,37.333333333333336
S166,0.0,0.0,0.0,False,0.1321211296969366,0.7174293155084572,0.9589431191073129,173.33333333333334
S167,0.0,0.0,0.0,False,0.007938083996201448,0.9848847096068541,0.99571977584834,418.0
S169,0.0,0.0,0.0,False,0.017324972163431155,0.9697562830655044,0.9981297878796539,395.3333333333333
S173,0.0,0.0,0.0,False,-0.05125569049676316,0.8808855514889968,0.8745784190382887,310.0
S176,0.0,0.0,0.0,False,-0.08411143031741158,0.758799083523315,0.8184247260075376,254.0
S177,0.0,0.0,0.0,False,0.003062196626903229,0.9950236145987875,0.99571977584834,427.3333333333333
S180,0.0,0.0,0.0,False,-0.2114921644852076,0.25802753271899936,0.4013323620504846,79.66666666666667
S181,0.0,0.0,0.0,False,-0.03166152931430825,0.9362523713318748,0.991899562474813,353.6666666666667
S182,0.0,0.0,0.0,False,-0.11572593076501328,0.5065876681809112,0.9621108787713828,176.66666666666666
